"","Estimate","Lower","Upper","analysis","classLandscape","area","contour","availPointsPer","samplingPattern","weighting","branches","species","indi","tf","td","sigColour"
"wrsfMethodsOUT_30_1_1_KINGCOBRA",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_30_1_1_KINGCOBRA","KINGCOBRA",1,1,30,NA
"wrsfMethodsOUT_30_1_2_BADGER",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_30_1_2_BADGER","BADGER",2,1,30,NA
"wrsfMethodsOUT_30_1_2_VULTURE",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_30_1_2_VULTURE","VULTURE",2,1,30,NA
"wrsfMethodsOUT_30_1_2_KINGCOBRA",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_30_1_2_KINGCOBRA","KINGCOBRA",2,1,30,NA
"wrsfMethodsOUT_30_1_3_BADGER",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_30_1_3_BADGER","BADGER",3,1,30,NA
"wrsfMethodsOUT_30_1_3_VULTURE",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_30_1_3_VULTURE","VULTURE",3,1,30,NA
"wrsfMethodsOUT_30_1_3_KINGCOBRA",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_30_1_3_KINGCOBRA","KINGCOBRA",3,1,30,NA
"wrsfMethodsOUT_30_1_4_BADGER",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_30_1_4_BADGER","BADGER",4,1,30,NA
"wrsfMethodsOUT_30_1_4_VULTURE",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_30_1_4_VULTURE","VULTURE",4,1,30,NA
"wrsfMethodsOUT_30_1_4_KINGCOBRA",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_30_1_4_KINGCOBRA","KINGCOBRA",4,1,30,NA
"wrsfMethodsOUT_30_2_1_BADGER",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_30_2_1_BADGER","BADGER",1,0.5,30,NA
"wrsfMethodsOUT_30_2_1_VULTURE",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_30_2_1_VULTURE","VULTURE",1,0.5,30,NA
"wrsfMethodsOUT_30_2_1_KINGCOBRA",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_30_2_1_KINGCOBRA","KINGCOBRA",1,0.5,30,NA
"wrsfMethodsOUT_30_2_2_BADGER",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_30_2_2_BADGER","BADGER",2,0.5,30,NA
"wrsfMethodsOUT_30_2_2_VULTURE",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_30_2_2_VULTURE","VULTURE",2,0.5,30,NA
"wrsfMethodsOUT_30_2_2_KINGCOBRA",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_30_2_2_KINGCOBRA","KINGCOBRA",2,0.5,30,NA
"wrsfMethodsOUT_30_2_3_BADGER",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_30_2_3_BADGER","BADGER",3,0.5,30,NA
"wrsfMethodsOUT_30_2_3_VULTURE",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_30_2_3_VULTURE","VULTURE",3,0.5,30,NA
"wrsfMethodsOUT_30_2_3_KINGCOBRA",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_30_2_3_KINGCOBRA","KINGCOBRA",3,0.5,30,NA
"wrsfMethodsOUT_30_2_4_BADGER",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_30_2_4_BADGER","BADGER",4,0.5,30,NA
"wrsfMethodsOUT_30_2_4_VULTURE",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_30_2_4_VULTURE","VULTURE",4,0.5,30,NA
"wrsfMethodsOUT_30_2_4_KINGCOBRA",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_30_2_4_KINGCOBRA","KINGCOBRA",4,0.5,30,NA
"wrsfMethodsOUT_30_6_1_BADGER",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_30_6_1_BADGER","BADGER",1,0.166666666666667,30,NA
"wrsfMethodsOUT_30_6_1_VULTURE",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_30_6_1_VULTURE","VULTURE",1,0.166666666666667,30,NA
"wrsfMethodsOUT_30_6_1_KINGCOBRA",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_30_6_1_KINGCOBRA","KINGCOBRA",1,0.166666666666667,30,NA
"wrsfMethodsOUT_30_6_2_BADGER",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_30_6_2_BADGER","BADGER",2,0.166666666666667,30,NA
"wrsfMethodsOUT_30_6_2_VULTURE",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_30_6_2_VULTURE","VULTURE",2,0.166666666666667,30,NA
"wrsfMethodsOUT_30_6_2_KINGCOBRA",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_30_6_2_KINGCOBRA","KINGCOBRA",2,0.166666666666667,30,NA
"wrsfMethodsOUT_30_6_3_BADGER",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_30_6_3_BADGER","BADGER",3,0.166666666666667,30,NA
"wrsfMethodsOUT_30_6_3_VULTURE",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_30_6_3_VULTURE","VULTURE",3,0.166666666666667,30,NA
"wrsfMethodsOUT_30_6_3_KINGCOBRA",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_30_6_3_KINGCOBRA","KINGCOBRA",3,0.166666666666667,30,NA
"wrsfMethodsOUT_30_6_4_BADGER",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_30_6_4_BADGER","BADGER",4,0.166666666666667,30,NA
"wrsfMethodsOUT_30_6_4_VULTURE",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_30_6_4_VULTURE","VULTURE",4,0.166666666666667,30,NA
"wrsfMethodsOUT_30_6_4_KINGCOBRA",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_30_6_4_KINGCOBRA","KINGCOBRA",4,0.166666666666667,30,NA
"wrsfMethodsOUT_30_12_1_BADGER",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_30_12_1_BADGER","BADGER",1,0.0833333333333333,30,NA
"wrsfMethodsOUT_30_12_1_VULTURE",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_30_12_1_VULTURE","VULTURE",1,0.0833333333333333,30,NA
"wrsfMethodsOUT_30_12_1_KINGCOBRA",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_30_12_1_KINGCOBRA","KINGCOBRA",1,0.0833333333333333,30,NA
"wrsfMethodsOUT_30_12_2_BADGER",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_30_12_2_BADGER","BADGER",2,0.0833333333333333,30,NA
"wrsfMethodsOUT_30_12_2_VULTURE",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_30_12_2_VULTURE","VULTURE",2,0.0833333333333333,30,NA
"wrsfMethodsOUT_30_12_2_KINGCOBRA",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_30_12_2_KINGCOBRA","KINGCOBRA",2,0.0833333333333333,30,NA
"wrsfMethodsOUT_30_12_3_BADGER",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_30_12_3_BADGER","BADGER",3,0.0833333333333333,30,NA
"wrsfMethodsOUT_30_12_3_VULTURE",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_30_12_3_VULTURE","VULTURE",3,0.0833333333333333,30,NA
"wrsfMethodsOUT_30_12_3_KINGCOBRA",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_30_12_3_KINGCOBRA","KINGCOBRA",3,0.0833333333333333,30,NA
"wrsfMethodsOUT_30_12_4_BADGER",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_30_12_4_BADGER","BADGER",4,0.0833333333333333,30,NA
"wrsfMethodsOUT_30_12_4_VULTURE",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_30_12_4_VULTURE","VULTURE",4,0.0833333333333333,30,NA
"wrsfMethodsOUT_30_12_4_KINGCOBRA",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_30_12_4_KINGCOBRA","KINGCOBRA",4,0.0833333333333333,30,NA
"wrsfMethodsOUT_60_0.5_1_BADGER.est",0.310937760979478,-2.19415045165564,2.81602597361459,"wRSF","classRaster",NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_0.5_1_BADGER.est","BADGER",1,2,60,"no effect"
"wrsfMethodsOUT_60_0.5_1_BADGER.est1",1.11527106702794,-0.411889233603777,2.64243136765965,"wRSF","classRasterScram",NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_0.5_1_BADGER.est1","BADGER",1,2,60,"no effect"
"wrsfMethodsOUT_60_0.5_1_VULTURE.est",-0.228803186768227,-2.1626912796205,1.70508490608405,"wRSF","classRaster",NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_0.5_1_VULTURE.est","VULTURE",1,2,60,"no effect"
"wrsfMethodsOUT_60_0.5_1_VULTURE.est1",0.354226038364123,-1.07017661660574,1.77862869333398,"wRSF","classRasterScram",NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_0.5_1_VULTURE.est1","VULTURE",1,2,60,"no effect"
"wrsfMethodsOUT_60_0.5_1_KINGCOBRA.est",-0.0491656132324184,-3.31240275946305,3.21407153299822,"wRSF","classRaster",NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_0.5_1_KINGCOBRA.est","KINGCOBRA",1,2,60,"no effect"
"wrsfMethodsOUT_60_0.5_1_KINGCOBRA.est1",2.59451319665804,0.321963279699375,4.86706311361671,"wRSF","classRasterScram",NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_0.5_1_KINGCOBRA.est1","KINGCOBRA",1,2,60,"preference"
"wrsfMethodsOUT_60_0.5_2_BADGER.est",1.37405572959057,-0.0999761681048958,2.84808762728604,"wRSF","classRaster",NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_0.5_2_BADGER.est","BADGER",2,2,60,"no effect"
"wrsfMethodsOUT_60_0.5_2_BADGER.est1",0.527857968546202,-1.16589992301736,2.22161586010977,"wRSF","classRasterScram",NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_0.5_2_BADGER.est1","BADGER",2,2,60,"no effect"
"wrsfMethodsOUT_60_0.5_2_VULTURE.est",0.11876821074139,-1.53794001416613,1.77547643564891,"wRSF","classRaster",NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_0.5_2_VULTURE.est","VULTURE",2,2,60,"no effect"
"wrsfMethodsOUT_60_0.5_2_VULTURE.est1",0.164068282958528,-1.18361108493373,1.51174765085078,"wRSF","classRasterScram",NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_0.5_2_VULTURE.est1","VULTURE",2,2,60,"no effect"
"wrsfMethodsOUT_60_0.5_2_KINGCOBRA.est",0.671208459337762,-1.36644978495975,2.70886670363527,"wRSF","classRaster",NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_0.5_2_KINGCOBRA.est","KINGCOBRA",2,2,60,"no effect"
"wrsfMethodsOUT_60_0.5_2_KINGCOBRA.est1",1.74583046357283,-0.344770043274944,3.8364309704206,"wRSF","classRasterScram",NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_0.5_2_KINGCOBRA.est1","KINGCOBRA",2,2,60,"no effect"
"wrsfMethodsOUT_60_0.5_3_BADGER.est",0.644903174742927,-1.25934492483599,2.54915127432184,"wRSF","classRaster",NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_0.5_3_BADGER.est","BADGER",3,2,60,"no effect"
"wrsfMethodsOUT_60_0.5_3_BADGER.est1",0.263112610722015,-1.64696567444057,2.1731908958846,"wRSF","classRasterScram",NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_0.5_3_BADGER.est1","BADGER",3,2,60,"no effect"
"wrsfMethodsOUT_60_0.5_3_VULTURE.est",0.124454860529753,-1.8583664821952,2.10727620325471,"wRSF","classRaster",NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_0.5_3_VULTURE.est","VULTURE",3,2,60,"no effect"
"wrsfMethodsOUT_60_0.5_3_VULTURE.est1",-0.0700761935180687,-1.37744748787471,1.23729510083858,"wRSF","classRasterScram",NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_0.5_3_VULTURE.est1","VULTURE",3,2,60,"no effect"
"wrsfMethodsOUT_60_0.5_3_KINGCOBRA.est",-0.723304637308553,-5.80195763462787,4.35534836001076,"wRSF","classRaster",NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_0.5_3_KINGCOBRA.est","KINGCOBRA",3,2,60,"no effect"
"wrsfMethodsOUT_60_0.5_3_KINGCOBRA.est1",1.83119132124261,-0.298966482913273,3.96134912539849,"wRSF","classRasterScram",NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_0.5_3_KINGCOBRA.est1","KINGCOBRA",3,2,60,"no effect"
"wrsfMethodsOUT_60_0.5_4_BADGER.est",1.64260258819183,-0.0905318655092895,3.37573704189294,"wRSF","classRaster",NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_0.5_4_BADGER.est","BADGER",4,2,60,"no effect"
"wrsfMethodsOUT_60_0.5_4_BADGER.est1",-0.757281062388073,-1.69118046014713,0.176618335370988,"wRSF","classRasterScram",NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_0.5_4_BADGER.est1","BADGER",4,2,60,"no effect"
"wrsfMethodsOUT_60_0.5_4_VULTURE.est",0.123592014628756,-1.54640056083503,1.79358459009254,"wRSF","classRaster",NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_0.5_4_VULTURE.est","VULTURE",4,2,60,"no effect"
"wrsfMethodsOUT_60_0.5_4_VULTURE.est1",-0.000547558991073265,-1.70142375337797,1.70032863539583,"wRSF","classRasterScram",NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_0.5_4_VULTURE.est1","VULTURE",4,2,60,"no effect"
"wrsfMethodsOUT_60_0.5_4_KINGCOBRA.est",2.37877629371913,-0.98542077179457,5.74297335923282,"wRSF","classRaster",NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_0.5_4_KINGCOBRA.est","KINGCOBRA",4,2,60,"no effect"
"wrsfMethodsOUT_60_0.5_4_KINGCOBRA.est1",0.41024712771629,-1.26995341625429,2.09044767168687,"wRSF","classRasterScram",NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_0.5_4_KINGCOBRA.est1","KINGCOBRA",4,2,60,"no effect"
"wrsfMethodsOUT_60_1_1_BADGER",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_1_1_BADGER","BADGER",1,1,60,NA
"wrsfMethodsOUT_60_1_1_VULTURE",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_1_1_VULTURE","VULTURE",1,1,60,NA
"wrsfMethodsOUT_60_1_1_KINGCOBRA",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_1_1_KINGCOBRA","KINGCOBRA",1,1,60,NA
"wrsfMethodsOUT_60_1_2_BADGER",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_1_2_BADGER","BADGER",2,1,60,NA
"wrsfMethodsOUT_60_1_2_VULTURE",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_1_2_VULTURE","VULTURE",2,1,60,NA
"wrsfMethodsOUT_60_1_2_KINGCOBRA",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_1_2_KINGCOBRA","KINGCOBRA",2,1,60,NA
"wrsfMethodsOUT_60_1_3_BADGER",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_1_3_BADGER","BADGER",3,1,60,NA
"wrsfMethodsOUT_60_1_3_VULTURE",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_1_3_VULTURE","VULTURE",3,1,60,NA
"wrsfMethodsOUT_60_1_3_KINGCOBRA",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_1_3_KINGCOBRA","KINGCOBRA",3,1,60,NA
"wrsfMethodsOUT_60_1_4_BADGER",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_1_4_BADGER","BADGER",4,1,60,NA
"wrsfMethodsOUT_60_1_4_VULTURE",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_1_4_VULTURE","VULTURE",4,1,60,NA
"wrsfMethodsOUT_60_1_4_KINGCOBRA",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_1_4_KINGCOBRA","KINGCOBRA",4,1,60,NA
"wrsfMethodsOUT_60_2_1_BADGER.est",0.393936933204144,-2.01006744947221,2.7979413158805,"wRSF","classRaster",NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_2_1_BADGER.est","BADGER",1,0.5,60,"no effect"
"wrsfMethodsOUT_60_2_1_BADGER.est1",1.79140431306908,0.142156743070584,3.44065188306758,"wRSF","classRasterScram",NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_2_1_BADGER.est1","BADGER",1,0.5,60,"preference"
"wrsfMethodsOUT_60_2_1_VULTURE.est",-0.456407471370014,-2.05538269081678,1.14256774807675,"wRSF","classRaster",NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_2_1_VULTURE.est","VULTURE",1,0.5,60,"no effect"
"wrsfMethodsOUT_60_2_1_VULTURE.est1",0.439897369335018,-0.816864155353272,1.69665889402331,"wRSF","classRasterScram",NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_2_1_VULTURE.est1","VULTURE",1,0.5,60,"no effect"
"wrsfMethodsOUT_60_2_1_KINGCOBRA.est",-0.864626504451726,-2.96129254176695,1.2320395328635,"wRSF","classRaster",NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_2_1_KINGCOBRA.est","KINGCOBRA",1,0.5,60,"no effect"
"wrsfMethodsOUT_60_2_1_KINGCOBRA.est1",3.37329891007719,1.04280916199307,5.70378865816131,"wRSF","classRasterScram",NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_2_1_KINGCOBRA.est1","KINGCOBRA",1,0.5,60,"preference"
"wrsfMethodsOUT_60_2_2_BADGER.est",1.60896281025535,0.183241558187587,3.03468406232311,"wRSF","classRaster",NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_2_2_BADGER.est","BADGER",2,0.5,60,"preference"
"wrsfMethodsOUT_60_2_2_BADGER.est1",0.686405685847877,-0.848453860775423,2.22126523247118,"wRSF","classRasterScram",NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_2_2_BADGER.est1","BADGER",2,0.5,60,"no effect"
"wrsfMethodsOUT_60_2_2_VULTURE.est",0.13457338695756,-1.25807950258452,1.52722627649964,"wRSF","classRaster",NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_2_2_VULTURE.est","VULTURE",2,0.5,60,"no effect"
"wrsfMethodsOUT_60_2_2_VULTURE.est1",0.816544201770193,-0.530806686438697,2.16389508997908,"wRSF","classRasterScram",NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_2_2_VULTURE.est1","VULTURE",2,0.5,60,"no effect"
"wrsfMethodsOUT_60_2_2_KINGCOBRA.est",1.07746430695966,-0.618337433336928,2.77326604725624,"wRSF","classRaster",NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_2_2_KINGCOBRA.est","KINGCOBRA",2,0.5,60,"no effect"
"wrsfMethodsOUT_60_2_2_KINGCOBRA.est1",1.43558405500502,-0.16892848333689,3.04009659334693,"wRSF","classRasterScram",NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_2_2_KINGCOBRA.est1","KINGCOBRA",2,0.5,60,"no effect"
"wrsfMethodsOUT_60_2_3_BADGER.est",0.771424911468285,-0.77323616982209,2.31608599275866,"wRSF","classRaster",NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_2_3_BADGER.est","BADGER",3,0.5,60,"no effect"
"wrsfMethodsOUT_60_2_3_BADGER.est1",-0.0954019217302881,-1.44793409196353,1.25713024850296,"wRSF","classRasterScram",NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_2_3_BADGER.est1","BADGER",3,0.5,60,"no effect"
"wrsfMethodsOUT_60_2_3_VULTURE.est",0.00045286301327419,-1.59240332441004,1.59330905043658,"wRSF","classRaster",NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_2_3_VULTURE.est","VULTURE",3,0.5,60,"no effect"
"wrsfMethodsOUT_60_2_3_VULTURE.est1",0.130911573751775,-1.05034337115158,1.31216651865513,"wRSF","classRasterScram",NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_2_3_VULTURE.est1","VULTURE",3,0.5,60,"no effect"
"wrsfMethodsOUT_60_2_3_KINGCOBRA.est",0.00887891874469749,-5.74262427054434,5.76038210803373,"wRSF","classRaster",NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_2_3_KINGCOBRA.est","KINGCOBRA",3,0.5,60,"no effect"
"wrsfMethodsOUT_60_2_3_KINGCOBRA.est1",2.1145352832649,0.180370117110368,4.04870044941943,"wRSF","classRasterScram",NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_2_3_KINGCOBRA.est1","KINGCOBRA",3,0.5,60,"preference"
"wrsfMethodsOUT_60_2_4_BADGER.est",1.79497538876615,0.0760611296037919,3.51388964792851,"wRSF","classRaster",NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_2_4_BADGER.est","BADGER",4,0.5,60,"preference"
"wrsfMethodsOUT_60_2_4_BADGER.est1",-0.762008792144924,-1.60443736823657,0.0804197839467254,"wRSF","classRasterScram",NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_2_4_BADGER.est1","BADGER",4,0.5,60,"no effect"
"wrsfMethodsOUT_60_2_4_VULTURE.est",0.235114545403154,-1.14420853953585,1.61443763034216,"wRSF","classRaster",NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_2_4_VULTURE.est","VULTURE",4,0.5,60,"no effect"
"wrsfMethodsOUT_60_2_4_VULTURE.est1",-0.0247096227585062,-1.36446422645296,1.31504498093594,"wRSF","classRasterScram",NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_2_4_VULTURE.est1","VULTURE",4,0.5,60,"no effect"
"wrsfMethodsOUT_60_2_4_KINGCOBRA.est",1.76577517261514,-0.801949488135066,4.33349983336535,"wRSF","classRaster",NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_2_4_KINGCOBRA.est","KINGCOBRA",4,0.5,60,"no effect"
"wrsfMethodsOUT_60_2_4_KINGCOBRA.est1",0.421889403202378,-1.12349136299434,1.9672701693991,"wRSF","classRasterScram",NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_2_4_KINGCOBRA.est1","KINGCOBRA",4,0.5,60,"no effect"
"wrsfMethodsOUT_60_6_1_BADGER",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_6_1_BADGER","BADGER",1,0.166666666666667,60,NA
"wrsfMethodsOUT_60_6_1_VULTURE",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_6_1_VULTURE","VULTURE",1,0.166666666666667,60,NA
"wrsfMethodsOUT_60_6_1_KINGCOBRA",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_6_1_KINGCOBRA","KINGCOBRA",1,0.166666666666667,60,NA
"wrsfMethodsOUT_60_6_2_BADGER",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_6_2_BADGER","BADGER",2,0.166666666666667,60,NA
"wrsfMethodsOUT_60_6_2_VULTURE",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_6_2_VULTURE","VULTURE",2,0.166666666666667,60,NA
"wrsfMethodsOUT_60_6_2_KINGCOBRA",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_6_2_KINGCOBRA","KINGCOBRA",2,0.166666666666667,60,NA
"wrsfMethodsOUT_60_6_3_BADGER",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_6_3_BADGER","BADGER",3,0.166666666666667,60,NA
"wrsfMethodsOUT_60_6_3_VULTURE",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_6_3_VULTURE","VULTURE",3,0.166666666666667,60,NA
"wrsfMethodsOUT_60_6_3_KINGCOBRA",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_6_3_KINGCOBRA","KINGCOBRA",3,0.166666666666667,60,NA
"wrsfMethodsOUT_60_6_4_BADGER",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_6_4_BADGER","BADGER",4,0.166666666666667,60,NA
"wrsfMethodsOUT_60_6_4_VULTURE",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_6_4_VULTURE","VULTURE",4,0.166666666666667,60,NA
"wrsfMethodsOUT_60_6_4_KINGCOBRA",NA,NA,NA,"wRSF",NA,NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_6_4_KINGCOBRA","KINGCOBRA",4,0.166666666666667,60,NA
"wrsfMethodsOUT_60_12_1_BADGER.est",1.52961891650539,-6.05068398721835,9.10992182022913,"wRSF","classRaster",NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_12_1_BADGER.est","BADGER",1,0.0833333333333333,60,"no effect"
"wrsfMethodsOUT_60_12_1_BADGER.est1",2.01329713947119,-0.367281944271208,4.39387622321358,"wRSF","classRasterScram",NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_12_1_BADGER.est1","BADGER",1,0.0833333333333333,60,"no effect"
"wrsfMethodsOUT_60_12_1_VULTURE.est",1.88800082789946,-4.7076879840281,8.48368963982702,"wRSF","classRaster",NA,NA,NA,NA,NA,"wrsfMethodsOUT_60_12_1_VULTURE.est","VULTURE",1,0.0833333333333333,60,"no effect"
