"","Estimate","Lower","Upper","analysis","modelForm","stepDist","turnDist","availablePerStep","branches","species","indi","tf","td","sigColour"
"ssfOUT_60_6_2_VULTURE.12",0.675054981709545,0.0745983567833537,1.27551160663574,"ssf","mf.is","exp","vonmises",15,"ssfOUT_60_6_2_VULTURE","VULTURE",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_VULTURE.13",0.773603577651435,0.183807656491289,1.36339949881158,"ssf","mf.is","exp","vonmises",50,"ssfOUT_60_6_2_VULTURE","VULTURE",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_VULTURE.14",0.679701605249471,0.091171076050254,1.26823213444869,"ssf","mf.is","exp","vonmises",158,"ssfOUT_60_6_2_VULTURE","VULTURE",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_VULTURE.15",0.734378770728631,0.14680603558663,1.32195150587063,"ssf","mf.is","exp","vonmises",500,"ssfOUT_60_6_2_VULTURE","VULTURE",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_VULTURE.16",0.159509211219938,-0.482905428669337,0.801923851109213,"ssf","mf.is","exp","unif",5,"ssfOUT_60_6_2_VULTURE","VULTURE",2,0.166666666666667,60,"no effect"
"ssfOUT_60_6_2_VULTURE.17",0.816499272638136,0.216177803892987,1.41682074138328,"ssf","mf.is","exp","unif",15,"ssfOUT_60_6_2_VULTURE","VULTURE",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_VULTURE.18",0.643691175654232,0.0532384458984477,1.23414390541002,"ssf","mf.is","exp","unif",50,"ssfOUT_60_6_2_VULTURE","VULTURE",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_VULTURE.19",0.795095227136201,0.206747728262535,1.38344272600987,"ssf","mf.is","exp","unif",158,"ssfOUT_60_6_2_VULTURE","VULTURE",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_VULTURE.20",0.698920847499781,0.111673019067588,1.28616867593197,"ssf","mf.is","exp","unif",500,"ssfOUT_60_6_2_VULTURE","VULTURE",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_VULTURE.21",0.76080542251094,0.143824705735127,1.37778613928675,"ssf","mf.ss","gamma","vonmises",5,"ssfOUT_60_6_2_VULTURE","VULTURE",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_VULTURE.22",0.670935367116966,0.0725363748896984,1.26933435934423,"ssf","mf.ss","gamma","vonmises",15,"ssfOUT_60_6_2_VULTURE","VULTURE",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_VULTURE.23",0.62804077752168,0.0378196801159147,1.21826187492744,"ssf","mf.ss","gamma","vonmises",50,"ssfOUT_60_6_2_VULTURE","VULTURE",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_VULTURE.24",0.613494570701367,0.0261919340989557,1.20079720730378,"ssf","mf.ss","gamma","vonmises",158,"ssfOUT_60_6_2_VULTURE","VULTURE",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_VULTURE.25",0.691005571945094,0.103700062385073,1.27831108150511,"ssf","mf.ss","gamma","vonmises",500,"ssfOUT_60_6_2_VULTURE","VULTURE",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_VULTURE.26",0.373462976683553,-0.258389784584657,1.00531573795176,"ssf","mf.ss","gamma","unif",5,"ssfOUT_60_6_2_VULTURE","VULTURE",2,0.166666666666667,60,"no effect"
"ssfOUT_60_6_2_VULTURE.27",0.542867105946596,-0.0562480391502173,1.14198225104341,"ssf","mf.ss","gamma","unif",15,"ssfOUT_60_6_2_VULTURE","VULTURE",2,0.166666666666667,60,"no effect"
"ssfOUT_60_6_2_VULTURE.28",0.761388038229151,0.172600209835883,1.35017586662242,"ssf","mf.ss","gamma","unif",50,"ssfOUT_60_6_2_VULTURE","VULTURE",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_VULTURE.29",0.709410427559717,0.121277380100649,1.29754347501878,"ssf","mf.ss","gamma","unif",158,"ssfOUT_60_6_2_VULTURE","VULTURE",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_VULTURE.30",0.707867271075394,0.120997126038345,1.29473741611244,"ssf","mf.ss","gamma","unif",500,"ssfOUT_60_6_2_VULTURE","VULTURE",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_VULTURE.31",0.375542234209559,-0.248695322413789,0.999779790832907,"ssf","mf.ss","exp","vonmises",5,"ssfOUT_60_6_2_VULTURE","VULTURE",2,0.166666666666667,60,"no effect"
"ssfOUT_60_6_2_VULTURE.32",0.637872305638392,0.0405702277376097,1.23517438353917,"ssf","mf.ss","exp","vonmises",15,"ssfOUT_60_6_2_VULTURE","VULTURE",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_VULTURE.33",0.807736769859357,0.217711144768083,1.39776239495063,"ssf","mf.ss","exp","vonmises",50,"ssfOUT_60_6_2_VULTURE","VULTURE",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_VULTURE.34",0.68234789143033,0.0921364679165038,1.27255931494416,"ssf","mf.ss","exp","vonmises",158,"ssfOUT_60_6_2_VULTURE","VULTURE",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_VULTURE.35",0.701892828311291,0.113048159239399,1.29073749738318,"ssf","mf.ss","exp","vonmises",500,"ssfOUT_60_6_2_VULTURE","VULTURE",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_VULTURE.36",0.342876898766796,-0.284123787409092,0.969877584942683,"ssf","mf.ss","exp","unif",5,"ssfOUT_60_6_2_VULTURE","VULTURE",2,0.166666666666667,60,"no effect"
"ssfOUT_60_6_2_VULTURE.37",0.764464520144853,0.16680381099193,1.36212522929778,"ssf","mf.ss","exp","unif",15,"ssfOUT_60_6_2_VULTURE","VULTURE",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_VULTURE.38",0.656897200011579,0.0654191188546573,1.2483752811685,"ssf","mf.ss","exp","unif",50,"ssfOUT_60_6_2_VULTURE","VULTURE",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_VULTURE.39",0.80243360839057,0.212763007414568,1.39210420936657,"ssf","mf.ss","exp","unif",158,"ssfOUT_60_6_2_VULTURE","VULTURE",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_VULTURE.40",0.694537870747312,0.105629583937335,1.28344615755729,"ssf","mf.ss","exp","unif",500,"ssfOUT_60_6_2_VULTURE","VULTURE",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_KINGCOBRA.1",1.55958463628937,0.480393797356642,2.6387754752221,"ssf","mf.is","gamma","vonmises",5,"ssfOUT_60_6_2_KINGCOBRA","KINGCOBRA",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_KINGCOBRA.2",0.98983741875777,-0.0422737436891489,2.02194858120469,"ssf","mf.is","gamma","vonmises",15,"ssfOUT_60_6_2_KINGCOBRA","KINGCOBRA",2,0.166666666666667,60,"no effect"
"ssfOUT_60_6_2_KINGCOBRA.3",1.18999963320037,0.162956291372635,2.21704297502811,"ssf","mf.is","gamma","vonmises",50,"ssfOUT_60_6_2_KINGCOBRA","KINGCOBRA",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_KINGCOBRA.4",1.30985653561885,0.28558875591184,2.33412431532585,"ssf","mf.is","gamma","vonmises",158,"ssfOUT_60_6_2_KINGCOBRA","KINGCOBRA",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_KINGCOBRA.5",1.25814488472935,0.237016546310023,2.27927322314868,"ssf","mf.is","gamma","vonmises",500,"ssfOUT_60_6_2_KINGCOBRA","KINGCOBRA",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_KINGCOBRA.6",0.983811179680561,-0.0665042799308391,2.03412663929196,"ssf","mf.is","gamma","unif",5,"ssfOUT_60_6_2_KINGCOBRA","KINGCOBRA",2,0.166666666666667,60,"no effect"
"ssfOUT_60_6_2_KINGCOBRA.7",1.24456863233678,0.22297791614385,2.26615934852972,"ssf","mf.is","gamma","unif",15,"ssfOUT_60_6_2_KINGCOBRA","KINGCOBRA",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_KINGCOBRA.8",1.08965402816775,0.0683453031773098,2.11096275315819,"ssf","mf.is","gamma","unif",50,"ssfOUT_60_6_2_KINGCOBRA","KINGCOBRA",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_KINGCOBRA.9",1.28227281613759,0.261012073543955,2.30353355873122,"ssf","mf.is","gamma","unif",158,"ssfOUT_60_6_2_KINGCOBRA","KINGCOBRA",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_KINGCOBRA.10",1.21339554911794,0.195488651722895,2.23130244651298,"ssf","mf.is","gamma","unif",500,"ssfOUT_60_6_2_KINGCOBRA","KINGCOBRA",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_KINGCOBRA.11",0.352987394622653,-0.729606899758546,1.43558168900385,"ssf","mf.is","exp","vonmises",5,"ssfOUT_60_6_2_KINGCOBRA","KINGCOBRA",2,0.166666666666667,60,"no effect"
"ssfOUT_60_6_2_KINGCOBRA.12",1.05959599144168,0.0259174670872202,2.09327451579614,"ssf","mf.is","exp","vonmises",15,"ssfOUT_60_6_2_KINGCOBRA","KINGCOBRA",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_KINGCOBRA.13",1.10622528656588,0.0799125004766834,2.13253807265507,"ssf","mf.is","exp","vonmises",50,"ssfOUT_60_6_2_KINGCOBRA","KINGCOBRA",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_KINGCOBRA.14",1.2433698052357,0.217196027323673,2.26954358314773,"ssf","mf.is","exp","vonmises",158,"ssfOUT_60_6_2_KINGCOBRA","KINGCOBRA",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_KINGCOBRA.15",1.18778314330995,0.167633803630226,2.20793248298968,"ssf","mf.is","exp","vonmises",500,"ssfOUT_60_6_2_KINGCOBRA","KINGCOBRA",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_KINGCOBRA.16",0.907612921467782,-0.174081130969292,1.98930697390486,"ssf","mf.is","exp","unif",5,"ssfOUT_60_6_2_KINGCOBRA","KINGCOBRA",2,0.166666666666667,60,"no effect"
"ssfOUT_60_6_2_KINGCOBRA.17",1.48594555864829,0.442550735421025,2.52934038187555,"ssf","mf.is","exp","unif",15,"ssfOUT_60_6_2_KINGCOBRA","KINGCOBRA",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_KINGCOBRA.18",1.02715959266154,0.0142861484160748,2.04003303690701,"ssf","mf.is","exp","unif",50,"ssfOUT_60_6_2_KINGCOBRA","KINGCOBRA",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_KINGCOBRA.19",1.2133431459378,0.197585943100146,2.22910034877545,"ssf","mf.is","exp","unif",158,"ssfOUT_60_6_2_KINGCOBRA","KINGCOBRA",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_KINGCOBRA.20",1.17510263423703,0.156284767538569,2.19392050093549,"ssf","mf.is","exp","unif",500,"ssfOUT_60_6_2_KINGCOBRA","KINGCOBRA",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_KINGCOBRA.21",1.08418538469517,0.0310390371929798,2.13733173219737,"ssf","mf.ss","gamma","vonmises",5,"ssfOUT_60_6_2_KINGCOBRA","KINGCOBRA",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_KINGCOBRA.22",1.10886962848512,0.0865267670063623,2.13121248996388,"ssf","mf.ss","gamma","vonmises",15,"ssfOUT_60_6_2_KINGCOBRA","KINGCOBRA",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_KINGCOBRA.23",1.23734147601866,0.214393038741911,2.26028991329541,"ssf","mf.ss","gamma","vonmises",50,"ssfOUT_60_6_2_KINGCOBRA","KINGCOBRA",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_KINGCOBRA.24",1.31184683911398,0.294302579177368,2.3293910990506,"ssf","mf.ss","gamma","vonmises",158,"ssfOUT_60_6_2_KINGCOBRA","KINGCOBRA",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_KINGCOBRA.25",1.23615649350864,0.221984515047223,2.25032847197006,"ssf","mf.ss","gamma","vonmises",500,"ssfOUT_60_6_2_KINGCOBRA","KINGCOBRA",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_KINGCOBRA.26",1.21650636163521,0.170108856496509,2.26290386677391,"ssf","mf.ss","gamma","unif",5,"ssfOUT_60_6_2_KINGCOBRA","KINGCOBRA",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_KINGCOBRA.27",1.22250513132402,0.205403575188888,2.23960668745915,"ssf","mf.ss","gamma","unif",15,"ssfOUT_60_6_2_KINGCOBRA","KINGCOBRA",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_KINGCOBRA.28",1.13272911132351,0.115016022234325,2.1504422004127,"ssf","mf.ss","gamma","unif",50,"ssfOUT_60_6_2_KINGCOBRA","KINGCOBRA",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_KINGCOBRA.29",1.25542674873647,0.235429599298921,2.27542389817403,"ssf","mf.ss","gamma","unif",158,"ssfOUT_60_6_2_KINGCOBRA","KINGCOBRA",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_KINGCOBRA.30",1.21439432795858,0.198758979535292,2.23002967638186,"ssf","mf.ss","gamma","unif",500,"ssfOUT_60_6_2_KINGCOBRA","KINGCOBRA",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_KINGCOBRA.31",1.35147432204523,0.309339329710465,2.39360931438,"ssf","mf.ss","exp","vonmises",5,"ssfOUT_60_6_2_KINGCOBRA","KINGCOBRA",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_KINGCOBRA.32",1.43081335650063,0.414287044829031,2.44733966817223,"ssf","mf.ss","exp","vonmises",15,"ssfOUT_60_6_2_KINGCOBRA","KINGCOBRA",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_KINGCOBRA.33",1.46169792981725,0.452876546115506,2.47051931351898,"ssf","mf.ss","exp","vonmises",50,"ssfOUT_60_6_2_KINGCOBRA","KINGCOBRA",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_KINGCOBRA.34",1.41486634912247,0.40736249716194,2.42237020108301,"ssf","mf.ss","exp","vonmises",158,"ssfOUT_60_6_2_KINGCOBRA","KINGCOBRA",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_KINGCOBRA.35",1.42637512799624,0.41977996203534,2.43297029395714,"ssf","mf.ss","exp","vonmises",500,"ssfOUT_60_6_2_KINGCOBRA","KINGCOBRA",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_KINGCOBRA.36",0.906895179757438,-0.144821559411564,1.95861191892644,"ssf","mf.ss","exp","unif",5,"ssfOUT_60_6_2_KINGCOBRA","KINGCOBRA",2,0.166666666666667,60,"no effect"
"ssfOUT_60_6_2_KINGCOBRA.37",1.35026452353146,0.33309852119378,2.36743052586915,"ssf","mf.ss","exp","unif",15,"ssfOUT_60_6_2_KINGCOBRA","KINGCOBRA",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_KINGCOBRA.38",1.35048796149328,0.341629013730947,2.35934690925561,"ssf","mf.ss","exp","unif",50,"ssfOUT_60_6_2_KINGCOBRA","KINGCOBRA",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_KINGCOBRA.39",1.40632514751682,0.399762877792257,2.41288741724138,"ssf","mf.ss","exp","unif",158,"ssfOUT_60_6_2_KINGCOBRA","KINGCOBRA",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_2_KINGCOBRA.40",1.32303138214656,0.316469353376464,2.32959341091665,"ssf","mf.ss","exp","unif",500,"ssfOUT_60_6_2_KINGCOBRA","KINGCOBRA",2,0.166666666666667,60,"preference"
"ssfOUT_60_6_3_BADGER.1",0.27883317477261,-0.18129235804764,0.738958707592859,"ssf","mf.is","gamma","vonmises",5,"ssfOUT_60_6_3_BADGER","BADGER",3,0.166666666666667,60,"no effect"
"ssfOUT_60_6_3_BADGER.2",-0.0443004342674112,-0.486058360111722,0.397457491576899,"ssf","mf.is","gamma","vonmises",15,"ssfOUT_60_6_3_BADGER","BADGER",3,0.166666666666667,60,"no effect"
"ssfOUT_60_6_3_BADGER.3",0.0552220180909783,-0.37663743120504,0.487081467386997,"ssf","mf.is","gamma","vonmises",50,"ssfOUT_60_6_3_BADGER","BADGER",3,0.166666666666667,60,"no effect"
"ssfOUT_60_6_3_BADGER.4",0.0217321211301071,-0.40292432166527,0.446388563925484,"ssf","mf.is","gamma","vonmises",158,"ssfOUT_60_6_3_BADGER","BADGER",3,0.166666666666667,60,"no effect"
"ssfOUT_60_6_3_BADGER.5",0.0979700016728652,-0.325032369703189,0.520972373048919,"ssf","mf.is","gamma","vonmises",500,"ssfOUT_60_6_3_BADGER","BADGER",3,0.166666666666667,60,"no effect"
"ssfOUT_60_6_3_BADGER.6",0.0840192606458514,-0.383196105636274,0.551234626927977,"ssf","mf.is","gamma","unif",5,"ssfOUT_60_6_3_BADGER","BADGER",3,0.166666666666667,60,"no effect"
"ssfOUT_60_6_3_BADGER.7",0.0552748616254923,-0.383905094685347,0.494454817936332,"ssf","mf.is","gamma","unif",15,"ssfOUT_60_6_3_BADGER","BADGER",3,0.166666666666667,60,"no effect"
"ssfOUT_60_6_3_BADGER.8",0.16337602336168,-0.263065539068766,0.589817585792126,"ssf","mf.is","gamma","unif",50,"ssfOUT_60_6_3_BADGER","BADGER",3,0.166666666666667,60,"no effect"
"ssfOUT_60_6_3_BADGER.9",0.139198930691528,-0.284297364735135,0.56269522611819,"ssf","mf.is","gamma","unif",158,"ssfOUT_60_6_3_BADGER","BADGER",3,0.166666666666667,60,"no effect"
"ssfOUT_60_6_3_BADGER.10",0.118813966779824,-0.303540329087075,0.541168262646724,"ssf","mf.is","gamma","unif",500,"ssfOUT_60_6_3_BADGER","BADGER",3,0.166666666666667,60,"no effect"
"ssfOUT_60_6_3_BADGER.11",0.360560933657126,-0.11427982475086,0.835401692065112,"ssf","mf.is","exp","vonmises",5,"ssfOUT_60_6_3_BADGER","BADGER",3,0.166666666666667,60,"no effect"
"ssfOUT_60_6_3_BADGER.12",0.159889793151284,-0.277778409407853,0.597557995710421,"ssf","mf.is","exp","vonmises",15,"ssfOUT_60_6_3_BADGER","BADGER",3,0.166666666666667,60,"no effect"
"ssfOUT_60_6_3_BADGER.13",0.0522305077085366,-0.377553489802351,0.482014505219424,"ssf","mf.is","exp","vonmises",50,"ssfOUT_60_6_3_BADGER","BADGER",3,0.166666666666667,60,"no effect"
"ssfOUT_60_6_3_BADGER.14",0.0130937925914736,-0.411528050349125,0.437715635532072,"ssf","mf.is","exp","vonmises",158,"ssfOUT_60_6_3_BADGER","BADGER",3,0.166666666666667,60,"no effect"
"ssfOUT_60_6_3_BADGER.15",0.109267034251889,-0.313827483504311,0.532361552008088,"ssf","mf.is","exp","vonmises",500,"ssfOUT_60_6_3_BADGER","BADGER",3,0.166666666666667,60,"no effect"
"ssfOUT_60_6_3_BADGER.16",0.212737050369711,-0.25330019100569,0.678774291745111,"ssf","mf.is","exp","unif",5,"ssfOUT_60_6_3_BADGER","BADGER",3,0.166666666666667,60,"no effect"
"ssfOUT_60_6_3_BADGER.17",0.0634524234969145,-0.383289431589441,0.51019427858327,"ssf","mf.is","exp","unif",15,"ssfOUT_60_6_3_BADGER","BADGER",3,0.166666666666667,60,"no effect"
"ssfOUT_60_6_3_BADGER.18",0.0122150758690899,-0.416551622712096,0.440981774450276,"ssf","mf.is","exp","unif",50,"ssfOUT_60_6_3_BADGER","BADGER",3,0.166666666666667,60,"no effect"
"ssfOUT_60_6_3_BADGER.19",0.13230199887402,-0.291906984984747,0.556510982732786,"ssf","mf.is","exp","unif",158,"ssfOUT_60_6_3_BADGER","BADGER",3,0.166666666666667,60,"no effect"
"ssfOUT_60_6_3_BADGER.20",0.115980596551019,-0.30697015035958,0.538931343461619,"ssf","mf.is","exp","unif",500,"ssfOUT_60_6_3_BADGER","BADGER",3,0.166666666666667,60,"no effect"
"ssfOUT_60_6_3_BADGER.21",0.405400300339141,-0.0446723713194661,0.855472971997747,"ssf","mf.ss","gamma","vonmises",5,"ssfOUT_60_6_3_BADGER","BADGER",3,0.166666666666667,60,"no effect"
"ssfOUT_60_6_3_BADGER.22",-0.101039870501727,-0.537950238469051,0.335870497465596,"ssf","mf.ss","gamma","vonmises",15,"ssfOUT_60_6_3_BADGER","BADGER",3,0.166666666666667,60,"no effect"
"ssfOUT_60_6_3_BADGER.23",0.0286276225124282,-0.399205812385031,0.456461057409888,"ssf","mf.ss","gamma","vonmises",50,"ssfOUT_60_6_3_BADGER","BADGER",3,0.166666666666667,60,"no effect"
"ssfOUT_60_6_3_BADGER.24",0.0215612770967424,-0.401333561982913,0.444456116176398,"ssf","mf.ss","gamma","vonmises",158,"ssfOUT_60_6_3_BADGER","BADGER",3,0.166666666666667,60,"no effect"
"ssfOUT_60_6_3_BADGER.25",0.0840727848157369,-0.337725520148567,0.50587108978004,"ssf","mf.ss","gamma","vonmises",500,"ssfOUT_60_6_3_BADGER","BADGER",3,0.166666666666667,60,"no effect"
"ssfOUT_60_6_3_BADGER.26",0.0446435581563814,-0.424004998594786,0.513292114907549,"ssf","mf.ss","gamma","unif",5,"ssfOUT_60_6_3_BADGER","BADGER",3,0.166666666666667,60,"no effect"
"ssfOUT_60_6_3_BADGER.27",0.0345078021303708,-0.400423175105513,0.469438779366254,"ssf","mf.ss","gamma","unif",15,"ssfOUT_60_6_3_BADGER","BADGER",3,0.166666666666667,60,"no effect"
"ssfOUT_60_6_3_BADGER.28",0.159666015956821,-0.265520043820913,0.584852075734555,"ssf","mf.ss","gamma","unif",50,"ssfOUT_60_6_3_BADGER","BADGER",3,0.166666666666667,60,"no effect"
"ssfOUT_60_6_3_BADGER.29",0.12016452848859,-0.302271060730381,0.542600117707561,"ssf","mf.ss","gamma","unif",158,"ssfOUT_60_6_3_BADGER","BADGER",3,0.166666666666667,60,"no effect"
"ssfOUT_60_6_3_BADGER.30",0.117648743423188,-0.303856008728025,0.539153495574401,"ssf","mf.ss","gamma","unif",500,"ssfOUT_60_6_3_BADGER","BADGER",3,0.166666666666667,60,"no effect"
"ssfOUT_60_6_3_BADGER.31",0.227022594671046,-0.238199809103265,0.692244998445356,"ssf","mf.ss","exp","vonmises",5,"ssfOUT_60_6_3_BADGER","BADGER",3,0.166666666666667,60,"no effect"
"ssfOUT_60_6_3_BADGER.32",0.200411760613886,-0.233782224487699,0.634605745715471,"ssf","mf.ss","exp","vonmises",15,"ssfOUT_60_6_3_BADGER","BADGER",3,0.166666666666667,60,"no effect"
"ssfOUT_60_6_3_BADGER.33",0.0489205144414622,-0.379515866031995,0.47735689491492,"ssf","mf.ss","exp","vonmises",50,"ssfOUT_60_6_3_BADGER","BADGER",3,0.166666666666667,60,"no effect"
"ssfOUT_60_6_3_BADGER.34",0.0098513677979474,-0.413927372476314,0.433630108072208,"ssf","mf.ss","exp","vonmises",158,"ssfOUT_60_6_3_BADGER","BADGER",3,0.166666666666667,60,"no effect"
"ssfOUT_60_6_3_BADGER.35",0.0622353550752495,-0.361293154675425,0.485763864825924,"ssf","mf.ss","exp","vonmises",500,"ssfOUT_60_6_3_BADGER","BADGER",3,0.166666666666667,60,"no effect"
"ssfOUT_60_6_3_BADGER.36",0.0648507391010618,-0.394633129935408,0.524334608137532,"ssf","mf.ss","exp","unif",5,"ssfOUT_60_6_3_BADGER","BADGER",3,0.166666666666667,60,"no effect"
"ssfOUT_60_6_3_BADGER.37",0.0704592154042422,-0.377659346077881,0.518577776886365,"ssf","mf.ss","exp","unif",15,"ssfOUT_60_6_3_BADGER","BADGER",3,0.166666666666667,60,"no effect"
"ssfOUT_60_6_3_BADGER.38",-0.0118592559679012,-0.439514260557938,0.415795748622136,"ssf","mf.ss","exp","unif",50,"ssfOUT_60_6_3_BADGER","BADGER",3,0.166666666666667,60,"no effect"
"ssfOUT_60_6_3_BADGER.39",0.0972907131182446,-0.327240898036678,0.521822324273168,"ssf","mf.ss","exp","unif",158,"ssfOUT_60_6_3_BADGER","BADGER",3,0.166666666666667,60,"no effect"
"ssfOUT_60_6_3_BADGER.40",0.0776665961199106,-0.345802134785335,0.501135327025156,"ssf","mf.ss","exp","unif",500,"ssfOUT_60_6_3_BADGER","BADGER",3,0.166666666666667,60,"no effect"
"ssfOUT_60_6_3_VULTURE.1",1.00867765388259,0.245069832022201,1.77228547574297,"ssf","mf.is","gamma","vonmises",5,"ssfOUT_60_6_3_VULTURE","VULTURE",3,0.166666666666667,60,"preference"
"ssfOUT_60_6_3_VULTURE.2",0.999955323907086,0.271653005697819,1.72825764211635,"ssf","mf.is","gamma","vonmises",15,"ssfOUT_60_6_3_VULTURE","VULTURE",3,0.166666666666667,60,"preference"
"ssfOUT_60_6_3_VULTURE.3",0.999611252307209,0.279454944713506,1.71976755990091,"ssf","mf.is","gamma","vonmises",50,"ssfOUT_60_6_3_VULTURE","VULTURE",3,0.166666666666667,60,"preference"
"ssfOUT_60_6_3_VULTURE.4",0.9634077142085,0.24633194692854,1.68048348148846,"ssf","mf.is","gamma","vonmises",158,"ssfOUT_60_6_3_VULTURE","VULTURE",3,0.166666666666667,60,"preference"
"ssfOUT_60_6_3_VULTURE.5",0.993840666897686,0.276886119300513,1.71079521449486,"ssf","mf.is","gamma","vonmises",500,"ssfOUT_60_6_3_VULTURE","VULTURE",3,0.166666666666667,60,"preference"
"ssfOUT_60_6_3_VULTURE.6",0.872044249172693,0.11631479517461,1.62777370317078,"ssf","mf.is","gamma","unif",5,"ssfOUT_60_6_3_VULTURE","VULTURE",3,0.166666666666667,60,"preference"
"ssfOUT_60_6_3_VULTURE.7",1.05719648710064,0.329478572801496,1.78491440139978,"ssf","mf.is","gamma","unif",15,"ssfOUT_60_6_3_VULTURE","VULTURE",3,0.166666666666667,60,"preference"
"ssfOUT_60_6_3_VULTURE.8",0.91366611481341,0.193098593114964,1.63423363651186,"ssf","mf.is","gamma","unif",50,"ssfOUT_60_6_3_VULTURE","VULTURE",3,0.166666666666667,60,"preference"
"ssfOUT_60_6_3_VULTURE.9",0.934657553696635,0.217099176657579,1.65221593073569,"ssf","mf.is","gamma","unif",158,"ssfOUT_60_6_3_VULTURE","VULTURE",3,0.166666666666667,60,"preference"
"ssfOUT_60_6_3_VULTURE.10",0.986187200712586,0.269859756463795,1.70251464496138,"ssf","mf.is","gamma","unif",500,"ssfOUT_60_6_3_VULTURE","VULTURE",3,0.166666666666667,60,"preference"
"ssfOUT_60_6_3_VULTURE.11",0.763404617688351,-0.00774298884608327,1.53455222422279,"ssf","mf.is","exp","vonmises",5,"ssfOUT_60_6_3_VULTURE","VULTURE",3,0.166666666666667,60,"no effect"
"ssfOUT_60_6_3_VULTURE.12",0.969439536416506,0.227961784255782,1.71091728857723,"ssf","mf.is","exp","vonmises",15,"ssfOUT_60_6_3_VULTURE","VULTURE",3,0.166666666666667,60,"preference"
